model,upstream_product,upstream_identifier,upstream_long_name,canonical_candidate_name,category,level_type,level,units,temporal_semantics,step_type,step_range_pattern,accumulation_or_interval_window,required_lead_min,required_lead_max,required_lead_cadence,applicable_at_f000,lead_completeness,member_scope,member_completeness,raw_upstream,directly_ingestible,derived,derivation_dependencies,ingestion_constraints,current_repo_support,current_repo_locations,product_usefulness,tier,evidence_type,evidence_reference,confidence,notes
gfs,pgrb2.0p25,PEVPR,Potential Evaporation Rate,potential_evaporation_rate,Hydrology / Evaporation,surface,surface,W/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (579:425828493:d=2026082800:PEVPR:surface:3 hour fcst:),HIGH,Potential atmospheric evaporative demand rate
gfs,pgrb2.0p25,WATR,Water Runoff,water_runoff,Hydrology / Runoff,surface,surface,kg/m^2,accumulation,accum,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (600:437368450:d=2026082800:WATR:surface:0-3 hour acc fcst:),HIGH,Total accumulated surface and sub-surface hydrological runoff
gfs,pgrb2.0p25,VRATE,Ventilation Rate,ventilation_rate_planetary_boundary_layer,Kinematic / Air Quality,nominal,planetary boundary layer,m^2/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (13:6257137:d=2026082800:VRATE:planetary boundary layer:anl:),HIGH,Boundary layer height multiplied by average wind speed
gfs,pgrb2.0p25,USTM,U-Component Storm Motion,storm_motion_u_6000_0_m_above_ground,Kinematic / Convective,heightAboveGround,6000-0 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (614:443099040:d=2026082800:USTM:6000-0 m above ground:anl:),HIGH,Estimated Bunkers storm motion u-component
gfs,pgrb2.0p25,VSTM,V-Component Storm Motion,storm_motion_v_6000_0_m_above_ground,Kinematic / Convective,heightAboveGround,6000-0 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (615:444091689:d=2026082800:VSTM:6000-0 m above ground:anl:),HIGH,Estimated Bunkers storm motion v-component
gfs,pgrb2.0p25,VWSH,Vertical Wind Shear,vertical_wind_shear_pv__2e_06_km^2_kg_s_surface,Kinematic / Convective,surface,PV=-2e-06 (Km^2/kg/s) surface,s^-1,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (696:515562296:d=2026082800:VWSH:PV=-2e-06 (Km^2/kg/s) surface:anl:),HIGH,Magnitude of vertical wind shear across layer
gfs,pgrb2.0p25,VWSH,Vertical Wind Shear,vertical_wind_shear_pv_2e_06_km^2_kg_s_surface,Kinematic / Convective,surface,PV=2e-06 (Km^2/kg/s) surface,s^-1,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (690:510810910:d=2026082800:VWSH:PV=2e-06 (Km^2/kg/s) surface:anl:),HIGH,Magnitude of vertical wind shear across layer
gfs,pgrb2.0p25,VWSH,Vertical Wind Shear,vertical_wind_shear_tropopause,Kinematic / Convective,tropopause,tropopause,s^-1,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (622:451562238:d=2026082800:VWSH:tropopause:anl:),HIGH,Magnitude of vertical wind shear across layer
gfs,pgrb2.0p25,GUST,Wind Speed (Gust),wind_gust,Kinematic / Wind,surface,surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (14:6579076:d=2026082800:GUST:surface:anl:),HIGH,Peak instantaneous surface wind gust speed
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_0_995_sigma_level,Kinematic / Wind,sigma,0.995 sigma level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (674:500674997:d=2026082800:UGRD:0.995 sigma level:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (585:427287766:d=2026082800:UGRD:10 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_100_m_above_ground,Kinematic / Wind,heightAboveGround,100 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (643:473367138:d=2026082800:UGRD:100 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_1829_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,1829 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (646:476255301:d=2026082800:UGRD:1829 m above mean sea level:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_20_m_above_ground,Kinematic / Wind,heightAboveGround,20 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (629:459763466:d=2026082800:UGRD:20 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_2743_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,2743 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (649:479212086:d=2026082800:UGRD:2743 m above mean sea level:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_30_m_above_ground,Kinematic / Wind,heightAboveGround,30 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (631:461708467:d=2026082800:UGRD:30 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_30_0_mb_above_ground,Kinematic / Wind,heightAboveGround,30-0 mb above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (661:490922234:d=2026082800:UGRD:30-0 mb above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_3658_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,3658 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (652:482168944:d=2026082800:UGRD:3658 m above mean sea level:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_40_m_above_ground,Kinematic / Wind,heightAboveGround,40 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (633:463670440:d=2026082800:UGRD:40 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_50_m_above_ground,Kinematic / Wind,heightAboveGround,50 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (635:465639853:d=2026082800:UGRD:50 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_80_m_above_ground,Kinematic / Wind,heightAboveGround,80 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (640:470524884:d=2026082800:UGRD:80 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_pv__2e_06_km^2_kg_s_surface,Kinematic / Wind,surface,PV=-2e-06 (Km^2/kg/s) surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (691:511300882:d=2026082800:UGRD:PV=-2e-06 (Km^2/kg/s) surface:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_pv_2e_06_km^2_kg_s_surface,Kinematic / Wind,surface,PV=2e-06 (Km^2/kg/s) surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (685:506652236:d=2026082800:UGRD:PV=2e-06 (Km^2/kg/s) surface:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_max_wind,Kinematic / Wind,maxWind,max wind,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (626:457007361:d=2026082800:UGRD:max wind:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_planetary_boundary_layer,Kinematic / Wind,nominal,planetary boundary layer,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (11:5030291:d=2026082800:UGRD:planetary boundary layer:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_tropopause,Kinematic / Wind,tropopause,tropopause,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (620:450143321:d=2026082800:UGRD:tropopause:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_0_995_sigma_level,Kinematic / Wind,sigma,0.995 sigma level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (675:501681875:d=2026082800:VGRD:0.995 sigma level:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (586:428272548:d=2026082800:VGRD:10 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_100_m_above_ground,Kinematic / Wind,heightAboveGround,100 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (644:474364536:d=2026082800:VGRD:100 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_1829_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,1829 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (647:477286081:d=2026082800:VGRD:1829 m above mean sea level:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_20_m_above_ground,Kinematic / Wind,heightAboveGround,20 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (630:460744115:d=2026082800:VGRD:20 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_2743_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,2743 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (650:480251968:d=2026082800:VGRD:2743 m above mean sea level:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_30_m_above_ground,Kinematic / Wind,heightAboveGround,30 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (632:462697893:d=2026082800:VGRD:30 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_30_0_mb_above_ground,Kinematic / Wind,heightAboveGround,30-0 mb above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (662:491908653:d=2026082800:VGRD:30-0 mb above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_3658_m_above_mean_sea_level,Kinematic / Wind,meanSeaLevel,3658 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (653:483218132:d=2026082800:VGRD:3658 m above mean sea level:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_40_m_above_ground,Kinematic / Wind,heightAboveGround,40 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (634:464665142:d=2026082800:VGRD:40 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_50_m_above_ground,Kinematic / Wind,heightAboveGround,50 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (636:466636256:d=2026082800:VGRD:50 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_80_m_above_ground,Kinematic / Wind,heightAboveGround,80 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (641:471522374:d=2026082800:VGRD:80 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_pv__2e_06_km^2_kg_s_surface,Kinematic / Wind,surface,PV=-2e-06 (Km^2/kg/s) surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (692:511963834:d=2026082800:VGRD:PV=-2e-06 (Km^2/kg/s) surface:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_pv_2e_06_km^2_kg_s_surface,Kinematic / Wind,surface,PV=2e-06 (Km^2/kg/s) surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (686:507298647:d=2026082800:VGRD:PV=2e-06 (Km^2/kg/s) surface:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_max_wind,Kinematic / Wind,maxWind,max wind,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (627:457734891:d=2026082800:VGRD:max wind:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_planetary_boundary_layer,Kinematic / Wind,nominal,planetary boundary layer,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (12:5644083:d=2026082800:VGRD:planetary boundary layer:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_tropopause,Kinematic / Wind,tropopause,tropopause,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (621:450862934:d=2026082800:VGRD:tropopause:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,GFLUX,Ground Heat Flux,ground_heat_flux,Land Surface Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (611:439784514:d=2026082800:GFLUX:surface:0-3 hour ave fcst:),HIGH,Thermal energy conducted downward into soil
gfs,pgrb2.0p25,LHTFL,Latent Heat Net Flux,latent_heat_flux,Land Surface Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (609:437946368:d=2026082800:LHTFL:surface:0-3 hour ave fcst:),HIGH,Turbulent flux of latent heat from evaporation/transpiration
gfs,pgrb2.0p25,SHTFL,Sensible Heat Net Flux,sensible_heat_flux,Land Surface Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (610:438899563:d=2026082800:SHTFL:surface:0-3 hour ave fcst:),HIGH,Turbulent conductive/convective heat exchange with boundary layer
gfs,pgrb2.0p25,SFCR,Surface Roughness,surface_roughness,Land Surface State,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (594:430663559:d=2026082800:SFCR:surface:anl:),HIGH,Aerodynamic surface roughness length (z0)
