model,upstream_product,upstream_identifier,upstream_long_name,canonical_candidate_name,category,level_type,level,units,temporal_semantics,step_type,step_range_pattern,accumulation_or_interval_window,required_lead_min,required_lead_max,required_lead_cadence,applicable_at_f000,lead_completeness,member_scope,member_completeness,raw_upstream,directly_ingestible,derived,derivation_dependencies,ingestion_constraints,current_repo_support,current_repo_locations,product_usefulness,tier,evidence_type,evidence_reference,confidence,notes
gfs,pgrb2.0p25,PRES,Pressure,surface_pressure,Mass / Pressure,surface,surface,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (561:415792145:d=2026082800:PRES:surface:anl:),HIGH,Atmospheric pressure at specified level
gfs,pgrb2.0p25,PRES,Pressure,surface_pressure,Mass / Pressure,surface,PV=2e-06 (Km^2/kg/s) surface,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (689:509715622:d=2026082800:PRES:PV=2e-06 (Km^2/kg/s) surface:anl:),HIGH,Atmospheric pressure at specified level
gfs,pgrb2.0p25,PRES,Pressure,surface_pressure,Mass / Pressure,surface,PV=-2e-06 (Km^2/kg/s) surface,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (695:514433524:d=2026082800:PRES:PV=-2e-06 (Km^2/kg/s) surface:anl:),HIGH,Atmospheric pressure at specified level
gfs,pgrb2.0p25,APCP,Total Accumulated Precipitation,precipitation_accum,Precipitation / Hydrology,surface,surface,kg/m^2,accumulation,accum,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Semantics / Normalization Required),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (596:436242422:d=2026082800:APCP:surface:0-3 hour acc fcst:),HIGH,Water-equivalent total precipitation accumulated over interval
gfs,pgrb2.0p25,PRATE,Precipitation Rate,precipitation_rate,Precipitation / Hydrology,surface,surface,kg m^-2 s^-1,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,True,"parser.py, idx_parser.py, cli.py",Medium,Tier C (Semantics / Normalization Required),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (589:429832588:d=2026082800:PRATE:surface:anl:),HIGH,Surface precipitation flux (rate of water-equivalent mass)
gfs,pgrb2.0p25,DSWRF,Downward Short-Wave Radiation Flux,solar_radiation_downward,Radiation / Solar Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (653:470700742:d=2026082800:DSWRF:surface:0-3 hour ave fcst:),HIGH,Incoming solar irradiance incident on surface
gfs,pgrb2.0p25,DLWRF,Downward Long-Wave Radiation Flux,thermal_radiation_downward,Radiation / Thermal Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (654:471566852:d=2026082800:DLWRF:surface:0-3 hour ave fcst:),HIGH,Incoming infrared atmospheric thermal radiation incident on surface
gfs,pgrb2.0p25,TMP,Temperature,temperature_2m,Thermodynamic,heightAboveGround,2 m above ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,True,"parser.py, idx_parser.py, cli.py",High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (580:423644323:d=2026082800:TMP:2 m above ground:anl:),HIGH,Air temperature at specified vertical level
gfs,pgrb2.0p25,TMAX,Maximum Temperature,temperature_max_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,maximum,max,0-6h max interval (GFS) / 3h-6h max interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (586:430107968:d=2026082800:TMAX:2 m above ground:0-3 hour max fcst:),HIGH,Maximum air temperature over forecast interval
gfs,pgrb2.0p25,TMIN,Minimum Temperature,temperature_min_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,minimum,min,0-6h min interval (GFS) / 3h-6h min interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (587:430606365:d=2026082800:TMIN:2 m above ground:0-3 hour min fcst:),HIGH,Minimum air temperature over forecast interval
gfs,pgrb2.0p25,DPT,Dew Point Temperature,dewpoint_2m,Thermodynamic / Moisture,heightAboveGround,2 m above ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (582:425393216:d=2026082800:DPT:2 m above ground:anl:),HIGH,Temperature to which air must be cooled to become saturated
gfs,pgrb2.0p25,RH,Relative Humidity,relative_humidity_2m,Thermodynamic / Moisture,heightAboveGround,2 m above ground,%,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (583:425924608:d=2026082800:RH:2 m above ground:anl:),HIGH,Ratio of actual vapor pressure to saturation vapor pressure
